2021-08-07	19644400
2021-08-08	19590000
2021-08-09	19542400
2021-08-10	19488000
2021-08-11	19434800
2021-08-12	19380400
2021-08-13	19323000
2021-08-14	19265600
2021-08-15	19209500
2021-08-16	19155500
2021-08-17	19096500
2021-08-18	19036000
2021-08-19	18982000
2021-08-20	18929000
2021-08-21	18875000
2021-08-22	18820000
2021-08-23	18769000
2021-08-24	18711000
2021-08-25	18655000
2021-08-26	18615500
2021-08-27	18642500
2021-08-28	18655000
2021-08-29	18629000
2021-08-30	18642500
2021-08-31	18615500
2021-09-01	18575000
2021-09-02	18534800
2021-09-03	18481200
2021-09-04	18481200
2021-09-05	18387400
2021-09-06	18333800
2021-09-07	18280400
2021-09-08	18280400
2021-09-09	18187300
2021-09-10	18147400
2021-09-11	18094200
2021-09-12	18094200
2021-09-13	17988400
2021-09-14	17942200
2021-09-15	17897600
2021-09-16	17897600
2021-09-17	17798400
2021-09-18	17761200
2021-09-19	17761200
2021-09-20	17786000
2021-09-21	17761200
2021-09-22	17761200
2021-09-23	17687100
2021-09-24	17650200
2021-09-25	17601000
2021-09-26	17551800
2021-09-27	17502600
2021-09-28	17453600
2021-09-29	17417000
2021-09-30	17392600
2021-10-01	17356000
2021-10-02	17307200
2021-10-03	17258700
2021-10-04	17210300
2021-10-05	17149800
2021-10-06	17101400
2021-10-07	17053000
2021-10-08	17004600
2021-10-09	16992500
2021-10-10	16968300
2021-10-11	16956200
2021-10-12	16968300
2021-10-13	16980400
2021-10-14	16980400
2021-10-15	17004600
2021-10-16	17040900
2021-10-17	17101400
2021-10-18	17125600
2021-10-19	17125600
2021-10-20	17113500
2021-10-20	17113500
2021-10-20	17113500
